offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF000520,INC000519,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000521,INC000520,Riots,Offense recorded under Riots.,none,20
OFF000522,INC000521,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000523,INC000522,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a on foot.,none,8
OFF000524,INC000523,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000525,INC000524,Riots,Offense recorded under Riots.,none,20
OFF000526,INC000525,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000527,INC000526,Riots,Offense recorded under Riots.,none,20
OFF000528,INC000527,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000529,INC000528,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000530,INC000529,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a on foot.,none,8
OFF000531,INC000530,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000532,INC000531,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a road-rage incident, causing injury with a blunt object.",none,35
OFF000533,INC000532,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000534,INC000533,Murder,Offense recorded under Murder.,none,100
OFF000535,INC000534,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a knife.",none,35
OFF000536,INC000535,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000537,INC000536,Burglary,Accused gained entry through the compound wall and removed a bag of valuables from the premises while occupants were at work.,none,15
OFF000538,INC000537,Robbery,"Accused approached the victim near a railway station, threatened them with a knife, and fled with two mobile phones on a on foot.",none,45
OFF000539,INC000538,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF000540,INC000539,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000541,INC000540,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a family matter, causing injury with a blunt object.",none,35
OFF000542,INC000541,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000543,INC000542,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000544,INC000543,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000545,INC000544,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000546,INC000545,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000547,INC000546,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a on foot.,none,8
OFF000548,INC000547,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000549,INC000548,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000550,INC000549,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000551,INC000550,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a on foot.,none,8
OFF000552,INC000551,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000553,INC000552,Burglary,Accused gained entry through the terrace access and removed a laptop from the premises while occupants were asleep.,none,15
OFF000554,INC000553,Burglary,Accused gained entry through the kitchen ventilator and removed a laptop from the premises while occupants were away.,none,15
OFF000555,INC000554,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000556,INC000555,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a blunt object.",none,35
OFF000557,INC000556,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000558,INC000557,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000559,INC000558,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF000560,INC000559,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000561,INC000560,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a bicycle.,none,8
OFF000562,INC000561,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000563,INC000562,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000564,INC000563,Rape,Offense recorded under Rape.,none,85
OFF000565,INC000564,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a sharp weapon.",none,35
OFF000566,INC000565,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000567,INC000566,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000568,INC000567,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a bicycle.,none,8
OFF000569,INC000568,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000570,INC000569,Burglary,Accused gained entry through the terrace access and removed cash and electronics from the premises while occupants were at work.,none,15
OFF000571,INC000570,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a knife.",none,35
OFF000572,INC000571,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a bicycle.,none,8
OFF000573,INC000572,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000574,INC000573,Burglary,Accused gained entry through the terrace access and removed jewellery from the premises while occupants were asleep.,none,15
OFF000575,INC000574,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000576,INC000575,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000577,INC000576,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000578,INC000577,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000579,INC000578,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000580,INC000579,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF000581,INC000580,Murder,Offense recorded under Murder.,none,100
OFF000582,INC000581,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a sharp weapon.",none,35
OFF000583,INC000582,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF000584,INC000583,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000585,INC000584,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000586,INC000585,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000587,INC000586,Riots,Offense recorded under Riots.,none,20
OFF000588,INC000587,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a auto-rickshaw.,none,8
